"Name","Disc. Date","mmax","Mmax","Host Name","z","Type","E(B-V)","X-ray"
"SN2008hi","2008/11/21","15.2","-18.69","MCG -01-02-15","0.0135","Ia","0.0355",""
"SN2007ex","2007/06/28","19.7","-19","A002649+2110","0.1,0.1","Ia","0.0545",""
"SDSS-II SN 20842","2007/10/19","20.94","-20.2599","SDSS J02652.57-011142.2","0.368422","Ia","0.0199",""
"SN2005ln","2005/11/20","20.07","-19.07","SDSS J02700.23-003511.6","0.147","Ia","0.0169",""
"SN2006lp","2006/10/13","20.72","-19.342","SDSS J02705.82-000733.4","0.2221","Ia","0.0175",""
"SDSS-II SN 20994","2007/11/04","21.99","","SDSS J02708.90+001139.7","","Ia","0.0199",""
"SN2005fp","2005/09/14","21.32","-18.76","SDSS J02713.75+010715.0","0.224,0.268","Ia","0.0211",""
"SDSS-II SN 13904","2006/09/19","20.87","-19.1463","SDSS J02726.34+001700.9","0.217646","Ia","0.0188",""
"SN2016guc","2016/10/01","16.7","-19","CGCG 500-022","0.031,0.031","Ia","0.0715",""
"SN2017eym","2017/06/22","17.95","-19.2","LEDA 951417","0.059,0.059","Ia","0.0246",""
"SDSS-II SN 13836","2006/09/12","21.42","-19.8158","SDSS J02739.22-002147.7","0.374341","Ia","0.017",""
"SN2006kk","2006/09/28","21.58","-19.93","SDSS J02739.74+003857.5","0.423","Ia","0.0195",""
"SDSS-II SN 20590","2007/10/31","20.81","-17.52","","0.102,0.0959","Ia","0.0183",""
"SN2005hk","2005/10/30","15.18","-18.5","UGC 272","0.01306,0.013004","Ia-02cx","0.0193",""
"PSN J00275992+3045595","2015/08/28","16.4","-18.465","UGC 276","0.02112","Ia","0.067",""
"PSN J00275992+3045590","","","","","","Ia","0.067",""
"SDSS-II SN 6556","2005/10/21","21.05","-19.3504","SDSS J02803.78-010427.1","0.258234","Ia","0.0171",""
"SN2014dk","2014/09/25","19.76","-16.4","A002811+0709","0.038","Ia","0.0258",""
"SN2006gg","2006/09/12","20.48","-19.38","SDSS J02812.51+000704.7","0.203,0.201,0.202","Ia","0.0176",""
"SDSS-II SN 14635","2006/09/19","21.9","-18.96","","0.317,0.278","Ia","0.0188",""
"SDSS-II SN 20232","2007/11/08","20.97","-19.047","SDSS J02820.01-000329.0","0.217,0.217716","Ia","0.017",""
"SDSS-II SN 3180","2005/09/26","22.11","-18.19","SDSS J02826.82+001843.2","0.246952","Ia","0.0181",""
"SDSS-II SN 14330","2006/09/29","20.96","-19.3925","SDSS J02830.15-000405.6","0.252791","Ia","0.0171",""
"SDSS-II SN 14346","2006/09/28","21.82","-18.151","SDSS J02835.73-010013.3","0.213291","Ia","0.0165",""
"SN2017gtn","2017/09/14","18.69","-18.09","","0.0506,0.506","Ia","0.048",""
"SDSS-II SN 13554","2006/09/12","21.64","-19.33","","0.332,0.353,0.307","Ia","0.0209",""
"SN2002jd","2002/11/11","22","-18.87","A002838+0040","0.318","Ia","0.0214",""
"SDSS-II SN 18741","","21.12","-19.7057","SDSS J02838.47+001617.0","0.311984","Ia","0.0183",""
"SDSS-II SN 12978","2006/08/28","20.07","-19.22","","0.157,0.225,0.227","Ia","0.0181",""
"SDSS-II SN 7479","2005/10/31","21.14","-18.9749","SDSS J02854.20-002434.2","0.227416","Ia","0.0168",""
"SN2018htn","2018/11/02","17.95","-20","","0.08,0.08","Ia","",""
"SN2016fln","2016/08/27","18.96","-18","","0.06,0.06","Ia","0.0806",""
"SDSS-II SN 3983","2005/09/27","21.22","-19.5769","SDSS J02906.22-001525.0","0.308008","Ia","0.0186",""
"SN2018kil","2018/12/20","18.04","-19.41","","0.0686,0.0686","Ia","",""
"SN2000fd","2000/12/08","16.5","-17.8","UGC 291","0.016","Ia","0.072",""
"SN2014da","2014/08/07","15.4","-18.58","NGC 128","0.0141","Ia-91bg","0.0247",""
"SDSS-II SN 14496","2006/09/18","21.02","","","","Ia","0.0173",""
"SN2007sh","2007/11/12","19.32","-19.8569","SDSS J02924.56+004952.0","0.149566","Ia","0.0242",""
"SDSS-II SN 12879","2006/08/27","20.82","-20.3589","SDSS J02947.80-000943.2","0.364989","Ia","0.0192",""
"SN2008ds","2008/06/28","15.4","-19.64","UGC 299","0.02103","Ia Pec","0.0556",""
"SDSS-II SN 6431","","20.97","-19.4052","SDSS J03002.05-004213.5","0.255354","Ia","0.0181",""
"SDSS-II SN 20265","2007/10/31","22.16","-19.0838","SDSS J03008.67-000640.4","0.375684","Ia","0.0183",""
"SDSS-II SN 20331","","20.92","-18.7262","SDSS J03009.52+011445.2","0.184513","Ia","0.0246",""
"SDSS-II SN 7350","","20.9","-18.3741","SDSS J03015.07-004713.9","0.156223","Ia","0.0177",""
"SN2018gdg","2018/09/09","18.76","-18.28","","0.0569,0.0569","Ia","0.0192",""
"SDSS-II SN 21872","","20.35","-19.7752","SDSS J03027.20-003529.3","0.228469","Ia","0.0174",""
"SN2017ivg","2017/12/09","18.7","-19.1","","0.081,0.079,0.081","Ia","0.0234",""
"SN2006jn","2006/09/30","20.5","-19.588","SDSS J03039.02+000831.2","0.2247","Ia","0.0206",""
"SDSS-II SN 3889","2005/09/22","21.39","-18.7434","SDSS J03045.32-002617.0","0.229297","Ia","0.0174",""
"SN2005kp","2005/11/01","19.32","-19.3207","SDSS J03053.26-004307.0","0.1163,0.117566","Ia","0.0194",""
"SDSS-II SN 15489","2006/10/13","21.67","-19.51","SDSS J03100.74-000417.2","0.365,0.347,0.302,0.443","Ia","0.0197",""
"SDSS-II SN 7656","2005/10/21","21.88","-19.4315","SDSS J03101.21+010039.3","0.387152","Ia","0.0216",""
"SDSS-II SN 13477","2006/09/12","21.82","-19.3609","SDSS J03113.22-004230.4","0.365325","Ia","0.0186",""
"SN2018hoz","2018/10/26","18.44","-19.2","","0.075,0.075","Ia","",""
"SN2006kl","2006/09/28","19.49","-20.5623","SDSS J03133.37-000808.1","0.221159","Ia","0.0187",""
"SN2017gfy","2017/08/16","18.47","-18.8","","0.063,0.063","Ia","0.013",""
"SDSS-II SN 19791","2007/10/13","22.02","","","","Ia","0.0189",""
"SN2018emf","2018/07/30","18.55","-19","2MASX J00313898+2858084","0.072,0.072","Ia","0.0418",""
"SN2006sx","2006/11/16","21.05","-19.11","SDSS J03148.19-003051.4","0.232","Ia","0.0171",""
"SN2006ft","2006/08/28","21.25","-19.17","SDSS J03150.05-002258.9","0.261,0.247","Ia","0.0176",""
"SDSS-II SN 735","2005/09/03","21.02","-18.7019","SDSS J03151.24+004803.7","0.190858","Ia","0.0195",""
"SN2007ml","2007/10/09","20.55","-19.13","A003153+0008","0.187,0.187","Ia","0.0193",""
"SN2014cz","2014/09/02","17.2","-18.1","ESO 294-G21","0.026","Ia","0.014",""
"SDSS-II SN 15496","2006/10/13","20.73","-19.4529","SDSS J03217.76+001628.2","0.23441","Ia","0.0183",""
"OGLE-2013-SN-051","2013/08/16","18.73","-19","","0.07","Ia","0.014",""
"SN2006of","2006/10/29","19.98","-19.2724","SDSS J03225.84-010314.0","0.154716","Ia","0.0178",""
"SDSS-II SN 8128","2005/10/21","21.79","-19.8075","SDSS J03238.21-004923.0","0.439722","Ia","0.0175",""
"SN2011gi","2011/09/21","18.2","-19.23","CGCG 479-038","0.0679","Ia","0.0343",""
"SDSS-II SN 16637","2006/11/14","20.83","-19.4331","SDSS J03242.16-001907.8","0.242928","Ia","0.0191",""
"SDSS-II SN 14549","","20.83","-19.6573","SDSS J03243.45+005748.6","0.268413","Ia","0.0181",""
"SDSS-II SN 17099","2006/10/28","21.96","","","","Ia","0.018",""
"SN2006rs","2006/11/11","16","-18.9","IC 28","0.021","Ia","0.0204",""
"SN2016izf","2016/12/22","17.17","-18.7","Unknown","0.034,0.034","Ia","0.1385",""
"SN2006qs","2006/10/10","19.8","-18.9","A003327+1153","0.12,0.12","Ia","0.0835",""
"SN2007ii","2007/09/04","20.29","-20.203","SDSS J03334.04+005905.1","0.2691","Ia?","0.017",""
"SDSS-II SN 11518","2005/11/23","21.35","-18.6085","SDSS J03338.46+003219.4","0.212107","Ia","0.0185",""
"SN2017lw","2017/01/06","21.12","-18.54","","0.186,0.186","Ia","0.0072",""
"SDSS-II SN 16451","2006/11/14","21.32","-18.4039","SDSS J03353.70+000903.7","0.191029","Ia","0.016",""
"SDSS-II SN 20626","2007/11/29","21.2","-19.3529","SDSS J03354.22-003534.7","0.276349","II","0.0195",""
"SN2017grl","2017/08/27","18.6","-19.5427","","0.093929","Ia","0.0259",""
"SDSS-II SN 13785","2006/08/28","21.87","","","","Ia","0.0197",""
"SN1999gx","1999/09/07","23.3","-18.55","A003415+0004","0.493,0.49","Ia","0.0168",""
"SDSS-II SN 8280","2005/10/27","21.2","-18.45","SDSS J03417.55+004743.9","0.184833","Ia","0.017",""
"SDSS-II SN 15955","2006/10/16","21.77","","SDSS J03421.57-011215.0","","Ia","0.0206",""
"SNF20080926-014","2008/09/26","17.8","-18.6","","0.043","Ia","0.0289",""
"SN2007ht","2007/09/02","19.14","-18.438","SDSS J03434.00-011257.5","0.072753","Ia","0.0215",""
"OGLE-2013-SN-153","2013/12/22","18.75","-18.5","","0.064","Ia","0.0145",""
"SDSS-II SN 3195","2005/09/22","21.48","-19","SDSS J03440.46+001439.7","0.3,0.3","Ia","0.0167",""
"SN2010ga","2010/07/08","17.1","-19.9","A003443+0954","0.057,0.056","Ia","0.0827",""
"SN2016gmb","2016/09/23","17.66","-19.4","GALEXASC J003445.02-060936.8","0.058,0.058","Ia","0.0293",""
"SNF20080725-003","2008/07/25","19.1","-17.862","","0.05502","Ia","0.0306",""
"SDSS-II SN 12547","2005/11/23","22.3","","","","Ia","0.0193",""
"SDSS-II SN 7707","2005/10/21","22","-17.9539","SDSS J03507.27-011125.4","0.21167","Ia","0.0212",""
"SN2008dh","2008/06/08","16.3","-19.8","A003511+2315","0.037,0.037","Ia","0.0256",""
"SDSS-II SN 20267","2007/10/31","21.02","-20.3716","SDSS J03512.91-000710.1","0.401202","Ia","0.0158",""
"SDSS-II SN 1385","2005/09/09","21.44","-19.5585","SDSS J03518.54+000432.3","0.336879","Ia","0.0173",""
"SDSS-II SN 15992","2006/09/18","20.58","-20.5956","SDSS J03532.63+000130.7","0.364455","Ia","0.018",""
"SN2007ot","2007/10/12","20.54","-19","SDSS J03536.77-001357.2","0.2,0.2,0.2,0.2","Ia","0.0156",""
"SN2007mv","2007/09/22","20.9","-19.47","SDSS J03537.64+002210.1","0.255,0.313,0.255","Ia","0.0213",""
"SN2006oi","2006/10/31","20.31","-20","A003553+0015","0.25,0.2","Ia","0.0212",""
"SN2018jhf","2018/12/02","17.68","-19.4","OGLE-GAL-SMC722.28-1534.324-3729.964","0.058,0.058","Ia-91T","",""
"SN2005im","2005/09/21","20.64","-18.0515","SDSS J03602.82+005006.8","0.120282","Ib/c","0.0184",""
"SDSS-II SN 16626","2006/11/14","22.23","-18.3649","SDSS J03610.68-004827.1","0.281567","Ia","0.018",""
"SNF20061021-003","2006/10/21","","","","0.06273","Ia","0.0224",""
"SN1996bl","1996/10/11","16.88","-19.08","A003617+1123","0.0348,0.0349,0.0328,0.0335,0.0353,0.0383","Ia","0.0851",""
"SN2018icp","2018/11/03","18.75","-20","","0.1,0.1","Ia","",""
"SN2017gig","2017/08/23","19.09","-18.2","","0.065,0.065","Ia","0.0181",""
"SDSS-II SN 16019","2006/10/22","21.67","","SDSS J03635.37-001801.9","","Ia","0.0169",""
"SDSS-II SN 16094","2006/10/17","21.28","","SDSS J03654.36+010635.3","","Ia","0.0171",""
"OGLE-2013-SN-057","2013/08/22","19.4","-19","","0.1","Ia","0.0178",""
"SN2008ix","2008/10/01","19","-19","A003704-0609","0.09,0.09","Ia","0.0401",""
"SDSS-II SN 13532","2006/09/12","21.55","-18.9081","SDSS J03708.69+003440.5","0.264942","Ia","0.0188",""
"SN2005lo","2005/11/24","21.41","-19.32","SDSS J03711.88-011214.5","0.299","Ia","0.0183",""
"SDSS-II SN 2871","2005/09/14","21.99","-18.6887","SDSS J03723.44-010512.0","0.292252","Ia","0.018",""
"SDSS-II SN 1166","2005/09/09","21.54","-19.7418","SDSS J03725.26+005826.1","0.3824,0.382077","Ia","0.0167",""
"SN2017je","2017/01/15","16.91","-19.6","GALEXASC J003737.20-342957.7","0.045","Ia","0.0116",""
"SDSS-II SN 19517","2007/10/08","21.88","-17.6295","SDSS J03739.40-000214.4","0.173583","Ia","0.0181",""
"SN2011gz","2011/10/03","16.9","","A003746-3339","","Ia","0.0094",""
"OGLE-2012-SN-049","2012/12/24","18.65","-19","","0.07","Ia","0.0296",""
"SDSS-II SN 20961","2007/11/04","21.23","-19.6789","SDSS J03754.69-001915.5","0.323731","Ia","0.0163",""
"SDSS-II SN 11523","2005/11/07","21.82","","SDSS J03755.53+003605.8","","Ia","0.0169",""
"SN2007hp","2007/09/01","19.5","-19","A003801-1457","0.11,0.11","Ia","0.0164",""
"SN2012gx","2012/11/18","","","MCG -02-02-72","0.014","Ia","0.0193",""
"SDSS-II SN 19449","2007/10/06","21.23","-19.7283","SDSS J03812.65+003529.5","0.330917","Ia","0.0164",""
"SNF20080926-013","2008/09/26","19.3","-19","","0.09","Ia","0.0365",""
"SDSS-II SN 13786","2006/09/16","21.97","","","","Ia","0.0196",""
"SN2018hvl","2018/11/01","18.25","-20","","0.08,0.08","Ia","",""
"SDSS-II SN 3479","","21.53","-18.8319","SDSS J03827.58-001003.8","0.253849","Ia","0.0151",""
"SDSS-II SN 21420","","20.88","-20.3805","SDSS J03830.74+010310.6","0.378479","Ia","0.0157",""
"SN2003gi","2003/05/17","15.6","-18.2","IC 1561","0.013","Ia","0.0135",""
"SN2007ji","2007/09/03","20.4","-19.1786","SDSS J03848.32-001045.2","0.179029","Ia","0.0152",""
"SDSS-II SN 16546","","21.55","-19.637","SDSS J03857.11-010745.5","0.366312","Ia","0.0201",""
"SN2006ej","2006/08/23","15.46","-19.3","NGC 191","0.019333,0.020452","Ia","0.0296",""
"SDSS-II SN 20877","2007/10/19","21.89","-18.76","","0.288,0.255","Ia","0.0149",""
"SN2018huw","2018/11/01","17.2","-18.7","","0.034,0.025","Ia","",""
"SDSS-II SN 17748","2007/09/14","21.04","-18.5454","SDSS J03913.66-001639.0","0.179573","Ia","0.0166",""
"SN2019aex","2019/01/27","17.07","-19.119","2MASX J00391571+0641188","0.038683,0.038683","Ia","",""
"ASASSN-15qc","2015/10/01","15.64","-18.8335","UGC 402","0.017649","Ia","0.0218",""
"SN2018hka","2018/10/15","18.45","-17.6128","MCG -02-02-75","0.036519","Ia","0.0279",""
"SN2018ith","2018/11/15","18.03","-18.3","","0.041,0.041","Ia","",""
"SDSS-II SN 13953","","21.38","-19.0567","SDSS J03926.73+004445.4","0.262438","Ia","0.0165",""
"SDSS-II SN 13108","2006/09/16","20.96","-18.9328","SDSS J03929.00-011159.9","0.205986","Ia","0.0207",""
"SNF20080813-000","2008/08/13","18.4","-17.694","","0.03704","Ia","0.0397",""
"SN2007qh","2007/10/29","20.88","-19.427","SDSS J03931.05+010125.2","0.2477","Ia","0.017",""
"SDSS-II SN 16220","2006/09/28","20.68","-20.16","","0.314,0.154,0.142","Ia","0.015",""
"SN2017fur","2017/07/22","19.09","-18","","0.057,0.057","Ia","0.02",""
"SN2016gbf","2016/09/08","19.99","-18.5","","0.11,0.11","Ia","0.0881",""
"SN2010iu","2010/10/07","16.7","-20","A004002-5609","0.04,0.04","Ia","0.0126",""
"ASASSN-13cu","2013/09/01","16.8","-18.62","PGC 2414","0.0272","Ia","0.0284",""
"SDSS-II SN 13787","2006/09/12","22.34","-19.818","SDSS J04016.80-004107.1","0.564901","Ia","0.0191",""
"SN2007nd","2007/10/08","21.29","-19.15","A004018-0102","0.263,0.255","Ia","0.0195",""
"SN2018fub","2018/09/05","17.01","-18.53","2MASX J00403068-5041153","0.0288,0.0288","Ia","0.0106",""
"SDSS-II SN 18362","2007/09/15","21.29","-18.9106","SDSS J04032.75-001055.6","0.236261","Ia","0.0196",""
"SN2009hr","2009/07/29","16.1","-18.3","A004034+0332","0.017,0.017","Ia","0.0215",""
"SN2006il","2006/09/13","19.6","-19.1","A004038-0306","0.12,0.12","Ia","0.0306",""
"SN2006gu","2006/08/27","20.93","-19.58","SDSS J04038.98-000424.8","0.271,0.273","Ia","0.0207",""
"SN2009jo","2009/09/16","21.8","-19","A004042-0931","0.31,0.31","Ia","0.0279",""
"SN2018jsx","2018/12/04","18.51","-19.2","","0.076,0.076","Ia","",""
"SDSS-II SN 18941","2007/10/08","22.04","","SDSS J04047.35-000641.4","","Ia","0.0191",""
"SDSS-II SN 4417","2005/09/13","21.96","-19.2009","SDSS J04047.47-002544.0","0.362084","Ia","0.0159",""
"SDSS-II SN 13597","","21.13","-21.0201","SDSS J04051.66-002512.2","0.56292","Ia","0.0159",""
"SDSS-II SN 4240","2005/09/03","21.78","-19.9533","SDSS J04102.42-005245.4","0.467156","Ia","0.0184",""
"SNF20061020-000","2006/10/20","","","","0.03908","Ia","0.0266",""
"SN2009ly","2009/11/06","19","-17.88","A004113-0909","0.0529","Ia","0.029",""
"SDSS-II SN 7841","","21.2","-20.3402","SDSS J04114.84-000304.6","0.428635","Ia","0.0197",""
"SN2007sb","2007/10/11","20.57","-19.39","SDSS J04123.67+002442.6","0.212,0.186,0.221,0.223","Ia","0.0161",""
"SDSS-II SN 16477","2006/10/22","22.73","-18.6608","SDSS J04125.12+003155.2","0.401058","Ia","0.0175",""
"SN2018gdl","2018/09/03","16.51","-19.4","","0.034,0.034","Ia","0.2105",""
"OGLE-2014-SN-049","2014/06/22","20.16","","","","Ia","0.0164",""
"SN2003ic","2003/09/16","17.57","-18.95","MCG -02-02-86","0.055672","Ia","0.0322",""
"SN2008eo","2008/08/03","15.9","-18.2","UGC 442","0.0164","Ia","0.0697",""
"SN2018hgc","2018/10/10","17.69","-19.1391","2MASX J00420581-0237394","0.051782,0.051782","Ia","0.0253",""
"SDSS-II SN 13807","2006/09/16","22.11","-19.8366","SDSS J04223.97+002653.9","0.513851","Ia","0.0151",""
"OGLE-2014-SN-107","2014/10/18","18.12","-19.3","","0.067,0.066","Ia-91T","0.0174",""
"SN2006et","2006/09/03","15.82","-19","NGC 232","0.021178,0.022172","Ia","0.0165",""
"SN2007qp","2007/11/02","20.96","-19.5","A004248+0022","0.265,0.265","Ia","0.0148",""
"SN2016gzy","2016/10/10","19.74","-18.87","","0.116,0.116","Ia","0.0486",""
"SN2000en","2000/11/16","20.2","","A004308-0023","","Ia","0.0144",""
"SN2008hz","2008/11/26","18.2","-19.39","SKHV 220","0.0731","Ia","0.0671",""
"SDSS-II SN 21391","2007/11/04","22.07","-19.4928","SDSS J04318.78+000442.7","0.432962","Ia","0.0169",""
"SDSS-II SN 18041","2007/09/14","21.61","-20.04","","0.451,0.378","Ia","0.0164",""
"SDSS-II SN 18363","","21.14","-19.6607","SDSS J04338.43-000926.5","0.308529","Ia","0.015",""
"SDSS-II SN 3887","2005/09/14","21.65","-19.0773","SDSS J04346.44+000427.4","0.298629","Ia","0.0152",""
"SDSS-II SN 20268","2007/10/31","21.91","-19.6949","SDSS J04346.98-000432.6","0.441176","Ia","0.0143",""
"SDSS-II SN 7712","2005/10/26","21.96","-19.57","","0.426","Ia","0.019",""
"SDSS-II SN 16460","2006/11/08","21.14","-19.4583","SDSS J04402.27-001349.1","0.281988","Ia","0.0135",""
"SDSS-II SN 4028","2005/09/24","21.82","-19.2337","SDSS J04403.36+011433.2","0.345246","Ia","0.0189",""
"SDSS-II SN 13859","2006/09/16","21.52","-19.39","","0.324,0.281","Ia","0.0184",""
"SDSS-II SN 5963","2005/10/12","20.84","-19.354","SDSS J04419.42+002847.0","0.2356","Ia","0.0162",""
"SDSS-II SN 17508","2007/09/03","21.8","-19.216","SDSS J04424.46+004003.7","0.339506","Ia","0.0168",""
"SDSS-II SN 19518","2007/09/22","22.07","-18.19","SDSS J04428.20-000612.7","0.243,0.219,0.534","Ia","0.0121",""
"SDSS-II SN 8675","","21.09","-20.7796","SDSS J04429.41+002516.4","0.496475","Ia","0.0156",""
"SDSS-II SN 17902","2007/09/03","21.55","","","","Ia","0.0122",""
"ASASSN-15nh","2015/07/21","17.2","-19.7253","2MASX J00443129-0301012","0.054097","Ia","0.0232",""
"SN1996bm","1996/10/04","20.51","-18.87","Abell 2819","0.164","nIa","0.0176",""
"SDSS-II SN 18947","2007/09/15","21.9","-19.2611","SDSS J04444.84-005214.3","0.362111","Ia","0.0167",""
"SN2018jmu","2018/12/07","18.43","-19.5","","0.084,0.084","Ia","",""
"SN2007ma","2007/10/08","19.08","-19.3645","SDSS J04453.81-005948.6","0.107623","Ia","0.0166",""
"SDSS-II SN 8742","2005/10/31","21.02","-18.96","SDSS J04457.45+002613.4","0.214,0.214,0.321","Ia","0.0161",""
"SN2003im","2003/09/30","17.3","-17.375","2MASX J00445922-0853228","0.01936","Ia","0.0276",""
"SN1998cq","1998/06/17","19.87","-19.3","Abell 2819","0.15,0.15,0.15","Ia","0.0176",""
"SDSS-II SN 3068","2005/09/13","21.42","","SDSS J04508.46-005414.5","","Ia","0.0163",""
"SN1998du","1998/08/14","20.17","-17.5","Abell 2819","0.076,0.076,0.076","nIa","0.0178",""
"SDSS-II SN 18952","2007/10/08","21.05","-19.6566","SDSS J04513.41+004944.1","0.295891","Ia","0.0185",""
"OGLE-2013-SN-070","2013/09/10","17.89","-18.5","","0.043","Ia","0.0162",""
"SDSS-II SN 15909","","20.71","-19.31","SDSS J04515.55+004749.1","0.218,0.218,0.216,0.217","Ia","0.0187",""
"SDSS-II SN 5731","2005/09/26","21.28","-19.97","","0.376,0.373,0.321","Ia","0.0141",""
"SN2005jc","2005/10/23","20.65","-19.3","A004524+0104","0.21,0.21","Ia","0.0202",""
"SN2018iuf","2018/11/15","18.9","-19","","0.08,0.08","Ia","",""
"SN1999dt","1999/09/04","23.5","-18.09","A004542+0003","0.439,0.44,0.439","Ia","0.0136",""
"SDSS-II SN 20497","2007/10/14","21.28","-19.69","","0.333,0.374,0.323","Ia","0.0186",""
"SDSS-II SN 8138","2005/10/30","22.07","-19.3028","SDSS J04552.04+002242.0","0.397867","Ia","0.0158",""
"SDSS-II SN 11370","2005/11/02","21.88","-20.17","SDSS J04552.20-004251.6","0.539","Ia","0.0168",""
"SN2001io","2001/12/08","23","-16.7","A004553-2926","0.19,0.19","Ia","0.0209",""
"SDSS-II SN 13009","2006/08/28","21.09","","SDSS J04555.00+003136.3","","Ia","0.0177",""
"SN2007ha","2007/08/20","19.8","-19.7","A004601-2314","0.17,0.17","Ia","0.0155",""
"SN2007lg","2007/09/22","19.12","-19.06","SDSS J04603.93-000038.4","0.0955,0.101","Ia","0.0149",""
"SDSS-II SN 18704","2007/09/15","20.91","-20.0556","SDSS J04605.33-003136.4","0.331981","Ia","0.0147",""
"SN2011gg","2011/09/20","16.9","-20.1","A004621-0909","0.055","Ia","0.0284",""
"SN2006gf","2006/09/11","20.27","-18.3513","SDSS J04624.20+000008.5","0.116541","Ia?","0.0161",""
"SN2007rs","2007/11/11","19.63","-19.133","SDSS J04627.24-010339.3","0.1242","Ia","0.0192",""
"SN206fev","2016/08/14","18.3","-18","UGC 482","0.04,0.04","Ia","0.0496",""
"OGLE-2013-SN-001","2013/01/05","18.83","-19","","0.09","Ia","0.015",""
"SDSS-II SN 14536","","","","","0.474318","Ia","0.0198",""
"SN2005hz","2005/10/11","19.74","-19.19","SDSS J04632.24+005017.3","0.134","Ia","0.0187",""
"SN2006mo","2006/11/01","17.53","-18.5614","MCG +06-02-17","0.036999,0.037002","Ia","0.0383",""
"SDSS-II SN 14090","2006/09/16","22.14","-18.99","SDSS J04638.67-004404.1","0.357151","Ib/c","0.0163",""
"SDSS-II SN 7713","2005/10/26","21.59","-19.33","","0.325,0.284","Ia","0.0196",""
"SN2006pb","2006/10/23","20.7","-18.8262","SDSS J04643.58-010156.9","0.174885","Ia","0.0185",""
"SN2017gfn","2017/08/16","19.31","-19.4","","0.12,0.12","Ia","0.0174",""
"SN2016fij","2016/08/25","16.75","-19.45","2dFGRS S501Z101","0.0389,0.0389","Ia","0.0115",""
"SDSS-II SN 17934","2007/09/22","21.62","","SDSS J04702.85-001107.2","","Ia","0.0176",""
"SDSS-II SN 14498","2006/09/27","21.44","-19.622","SDSS J04703.33-011328.8","0.3465","Ia","0.02",""
"SDSS-II SN 5690","2005/10/11","22.58","-17.4854","SDSS J04708.91-005447.0","0.222458","Ia","0.0184",""
"SN2017hki","2017/10/12","18.76","-20.1","SDSS J004709.77+37351","0.13,0.13","Ia-91T","0.0475",""
"SN1991ay","1991/09/09","18.5","-18.2956","2MASX J00471896+4032336","0.050999","Ia","0.0531",""
"SDSS-II SN 19784","2007/10/06","21.86","-18.1862","SDSS J04732.28-002501.6","0.220567","Ia","0.0167",""
"SDSS-II SN 15994","2006/10/29","21.69","-17.5361","SDSS J04743.76+000601.9","0.152901","Ib/c","0.0189",""
"SDSS-II SN 8793","","21.07","-20.5096","SDSS J04745.06-003352.4","0.43623","Ia","0.0198",""
"SN1995am","1995/10/22","15","-19.4","PGC 2803","0.017,0.017","Ia","0.0524",""
"SDSS-II SN 20867","2007/10/14","21.99","-14.66","","0.0478","Ia","0.0211",""
